src_ip,dst_ip,protocol,action,value,packet_size,num_retries,label,hour,day
172.16.0.1,172.16.0.2,TCP,BLOCK,0.0281943447528278,1301.026917388749,5,1,7,0
192.168.1.1,8.8.4.4,ICMP,BLOCK,0.0616735524957283,1255.0352494996314,9,1,15,0
192.168.1.2,8.8.8.8,TCP,ALLOW,-0.3409049291423034,689.1872303309818,6,1,2,0
10.0.0.1,8.8.8.8,TCP,ALLOW,-0.7891898373320076,1244.6857670512852,7,0,15,0
172.16.0.1,10.0.0.3,UDP,BLOCK,-0.4718945150700766,1373.4468400139292,4,1,7,0
192.168.1.1,10.0.0.3,ICMP,ALLOW,0.6889206632900675,352.7208339098746,7,0,0,0
10.0.0.2,10.0.0.3,ICMP,BLOCK,0.0365519756240342,413.4797313521723,4,0,1,0
10.0.0.1,172.16.0.2,TCP,BLOCK,0.3598682921222327,1017.6007235421675,3,1,10,0
192.168.1.1,8.8.4.4,UDP,BLOCK,0.5456162581316577,185.96985015415453,5,0,12,0
192.168.1.2,10.0.0.3,UDP,ALLOW,-0.419282275640517,1108.6561905250385,10,0,4,0
192.168.1.1,8.8.4.4,UDP,ALLOW,-0.5153908622966328,356.8545398984939,1,0,9,0
10.0.0.1,192.168.1.3,TCP,ALLOW,-0.6156434551710481,1036.7003066338104,4,0,8,0
192.168.1.1,8.8.8.8,UDP,BLOCK,-0.3136375119923944,910.9550244182984,3,1,12,0
10.0.0.1,172.16.0.2,ICMP,ALLOW,-0.1186196834753754,203.71246930995176,5,1,14,0
10.0.0.1,10.0.0.3,UDP,BLOCK,-0.9989275357242366,124.30967529564523,2,1,7,0
192.168.1.2,8.8.8.8,TCP,ALLOW,0.7188747623766769,962.0406367542088,6,0,9,0
172.16.0.1,8.8.4.4,TCP,ALLOW,-0.0345875965458708,251.25076066351815,2,0,4,0
192.168.1.2,10.0.0.3,ICMP,BLOCK,-0.3542290545288691,775.1695669566708,8,1,7,0
192.168.1.1,192.168.1.3,ICMP,ALLOW,-0.9856614168110784,403.1856487403034,5,0,12,0
172.16.0.1,10.0.0.3,TCP,BLOCK,0.3575893780381476,788.9788695924836,6,0,9,0
10.0.0.2,10.0.0.3,UDP,ALLOW,-0.0246861241457589,1356.6273000073104,3,1,7,0
10.0.0.1,8.8.4.4,UDP,BLOCK,0.2743481704394972,360.8300291316024,2,0,8,0
172.16.0.1,172.16.0.2,UDP,BLOCK,0.7068405228118597,605.1507756884292,2,1,11,0
192.168.1.2,8.8.4.4,ICMP,BLOCK,-0.7174797159883857,766.2431976896103,2,0,15,0
192.168.1.1,8.8.8.8,UDP,ALLOW,0.9730868649073956,869.3630554000383,9,0,8,0
192.168.1.1,10.0.0.3,UDP,ALLOW,0.7285975449486475,793.9327758718233,7,1,10,0
172.16.0.1,192.168.1.3,TCP,BLOCK,0.1626786094500534,177.5660456599016,3,0,1,0
10.0.0.1,8.8.4.4,ICMP,ALLOW,0.0907283484364478,531.688731766486,1,1,0,0
172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.0670130477533643,826.8658917645297,10,0,9,0
10.0.0.1,8.8.4.4,TCP,BLOCK,-0.3764232457853125,724.2445865255481,0,1,8,0
10.0.0.2,8.8.8.8,TCP,ALLOW,-0.520805307755521,1347.3752880252778,0,1,1,0
192.168.1.2,192.168.1.3,TCP,BLOCK,0.1064474826415293,904.173006563148,9,1,13,0
172.16.0.1,192.168.1.3,UDP,ALLOW,-0.9077770323374948,317.97672074770026,3,0,4,0
10.0.0.2,172.16.0.2,UDP,ALLOW,0.3998299592072547,487.7664471676426,2,1,2,0
192.168.1.1,192.168.1.3,TCP,ALLOW,0.8355155997577555,1402.5046145256729,10,1,14,0
10.0.0.1,8.8.8.8,UDP,BLOCK,-0.6001212131688676,1370.5747231823584,4,0,11,0
10.0.0.2,8.8.4.4,ICMP,BLOCK,-0.1500184250505143,809.633754530599,6,0,3,0
192.168.1.2,10.0.0.3,TCP,ALLOW,-0.5767591352745636,1311.0172992217651,2,0,1,0
172.16.0.1,172.16.0.2,UDP,BLOCK,-0.5625478109417736,1472.1167212199075,9,1,14,0
10.0.0.2,8.8.8.8,UDP,ALLOW,-0.7550321136500806,484.8777850447655,1,0,6,0
10.0.0.2,172.16.0.2,UDP,ALLOW,-0.7158191172908217,745.0375852973931,9,0,14,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,-0.0646502507459563,1353.1253603905377,0,1,9,0
10.0.0.2,192.168.1.3,UDP,BLOCK,-0.6171985322937548,818.4346399005169,1,1,4,0
192.168.1.1,8.8.4.4,UDP,BLOCK,-0.9682539312207634,1286.258741689703,7,0,11,0
172.16.0.1,8.8.4.4,TCP,BLOCK,0.3518151125955817,589.9349941553853,3,0,12,0
172.16.0.1,10.0.0.3,UDP,BLOCK,-0.9196485188526916,850.2364784743933,8,0,7,0
192.168.1.2,10.0.0.3,TCP,BLOCK,0.5409870344740721,1447.8005965026096,10,0,8,0
10.0.0.1,8.8.4.4,TCP,BLOCK,0.3466682014241964,941.3593644008724,10,0,0,0
10.0.0.1,8.8.4.4,TCP,BLOCK,0.0995638649846872,499.6325814160932,1,0,5,0
192.168.1.1,8.8.4.4,ICMP,ALLOW,0.1380655895208915,1376.503631201898,1,1,11,0
192.168.1.2,10.0.0.3,TCP,ALLOW,-0.837506943351646,363.1099714040231,0,1,13,0
192.168.1.2,8.8.4.4,TCP,BLOCK,-0.7486099577490535,418.6020440804151,0,1,4,0
172.16.0.1,8.8.4.4,TCP,BLOCK,-0.5547954977997391,750.7509014774452,4,0,6,0
172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.4729017384689087,568.3364128579466,3,0,0,0
10.0.0.2,8.8.4.4,TCP,ALLOW,0.2253133362365251,1217.8212001288737,1,0,9,0
172.16.0.1,192.168.1.3,TCP,ALLOW,0.1052239387212807,167.39851901903097,2,1,2,0
192.168.1.1,172.16.0.2,UDP,ALLOW,0.9723485608009632,1470.2916105655052,4,1,13,0
172.16.0.1,8.8.8.8,TCP,BLOCK,-0.8359739387815939,937.6120479992716,8,0,13,0
10.0.0.1,10.0.0.3,TCP,ALLOW,-0.5533454426087152,302.5804397542581,4,1,16,0
172.16.0.1,172.16.0.2,ICMP,ALLOW,0.5732697805389471,128.40080507618447,4,1,16,0
192.168.1.2,8.8.4.4,TCP,ALLOW,-0.7081875056620643,908.9478382229128,5,0,13,0
10.0.0.1,8.8.4.4,ICMP,ALLOW,-0.5337834248227822,603.7438791373968,1,1,4,0
10.0.0.1,8.8.4.4,ICMP,BLOCK,-0.1354439063898336,364.4527915260731,7,1,12,0
172.16.0.1,192.168.1.3,ICMP,ALLOW,0.0612802011767312,329.29413106528204,9,1,6,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,0.0401099256237578,1285.93499491719,7,1,10,0
10.0.0.1,8.8.4.4,ICMP,ALLOW,-0.0922284477205326,196.5972227064204,8,1,2,0
10.0.0.1,10.0.0.3,TCP,BLOCK,-0.9154673992367748,266.18144990239864,2,0,12,0
10.0.0.2,10.0.0.3,TCP,BLOCK,0.6431937587386789,414.369162851084,9,1,14,0
10.0.0.2,8.8.8.8,TCP,ALLOW,-0.3282718247105887,826.9283088894832,4,0,10,0
192.168.1.2,8.8.8.8,TCP,BLOCK,-0.0324855954526288,241.3478103991356,6,1,4,0
172.16.0.1,8.8.4.4,ICMP,ALLOW,0.9624579734413968,1007.6577592547582,10,0,12,0
192.168.1.1,172.16.0.2,TCP,BLOCK,0.3601555707802106,772.8488083984793,9,0,3,0
10.0.0.1,10.0.0.3,ICMP,ALLOW,0.5062651366164777,1216.1550890437677,10,0,5,0
10.0.0.1,10.0.0.3,UDP,BLOCK,-0.0488811930464445,211.22276817115943,10,1,3,0
172.16.0.1,8.8.8.8,UDP,ALLOW,-0.1609341640599846,1497.527405159544,9,0,0,0
192.168.1.1,8.8.8.8,UDP,BLOCK,-0.9020431045102952,979.6645492111318,5,0,16,0
10.0.0.1,172.16.0.2,UDP,BLOCK,0.5115276859760749,1028.5919152211227,10,0,10,0
192.168.1.1,172.16.0.2,UDP,ALLOW,0.4091884179643594,443.404087804012,1,0,1,0
172.16.0.1,10.0.0.3,UDP,ALLOW,-0.6768273209618516,598.5508251789188,5,0,1,0
172.16.0.1,172.16.0.2,TCP,BLOCK,-0.8295955223249603,828.8207097420739,0,0,13,0
192.168.1.2,8.8.8.8,ICMP,BLOCK,-0.3673082914553043,1135.107557178456,6,1,9,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,0.9433706232314448,492.88838728782434,4,0,4,0
10.0.0.1,172.16.0.2,TCP,ALLOW,0.6298828415905875,658.8194220106944,0,1,16,0
10.0.0.2,10.0.0.3,UDP,BLOCK,-0.9849900863150334,500.79097779709696,5,0,4,0
10.0.0.2,172.16.0.2,UDP,ALLOW,-0.4714064692131914,1464.273592187158,9,1,1,0
10.0.0.1,8.8.8.8,UDP,ALLOW,-0.8615666812815559,351.2767591296908,10,1,2,0
10.0.0.2,8.8.8.8,UDP,ALLOW,-0.0653812083608513,1090.8227884875896,1,0,7,0
192.168.1.2,172.16.0.2,ICMP,ALLOW,0.9822847160007884,813.0606690046602,2,0,2,0
10.0.0.2,10.0.0.3,TCP,BLOCK,-0.3493019175677079,711.270546261882,1,0,5,0
192.168.1.2,10.0.0.3,TCP,ALLOW,-0.0826184841170019,986.2043184918606,4,0,12,0
10.0.0.2,10.0.0.3,UDP,BLOCK,0.1132611319842327,1475.90833861658,5,1,12,0
10.0.0.2,10.0.0.3,UDP,BLOCK,-0.6541103308786396,1221.2328258768357,4,0,0,0
192.168.1.2,192.168.1.3,UDP,BLOCK,0.8841468084236423,395.2500173692892,7,0,4,0
10.0.0.2,8.8.4.4,UDP,ALLOW,-0.0324764853614607,1478.666964477388,6,0,10,0
192.168.1.2,192.168.1.3,ICMP,BLOCK,0.2086763774593671,943.4757558153112,3,0,5,0
172.16.0.1,10.0.0.3,ICMP,BLOCK,-0.9711219280694908,744.8388167719432,2,0,2,0
10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.7217867958455959,214.92384524911296,9,0,5,0
192.168.1.1,8.8.8.8,TCP,BLOCK,-0.7930820945824213,1237.941929447857,8,1,5,0
172.16.0.1,172.16.0.2,ICMP,ALLOW,-0.1038310585151782,526.3375756075473,8,0,3,0
172.16.0.1,172.16.0.2,TCP,ALLOW,-0.0789334575023343,587.6229488445983,5,1,5,0
172.16.0.1,10.0.0.3,TCP,BLOCK,0.0889366959886672,511.3994655818656,1,1,2,0
10.0.0.1,8.8.4.4,TCP,BLOCK,-0.8507645903146339,726.0216703992518,10,0,10,0
10.0.0.1,172.16.0.2,TCP,ALLOW,-0.7885416366205118,126.60019515913008,3,1,10,0
10.0.0.1,10.0.0.3,TCP,BLOCK,0.3850359390687043,1028.7891616707066,8,0,6,0
172.16.0.1,8.8.8.8,UDP,BLOCK,-0.2536695205339867,889.2513424381123,3,0,14,0
10.0.0.2,10.0.0.3,ICMP,BLOCK,0.4275296396901606,653.7284987519231,0,1,15,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,0.788626112364327,966.3177423398712,8,1,6,0
10.0.0.2,172.16.0.2,TCP,ALLOW,-0.8921568314315591,381.0280892412381,0,1,0,0
172.16.0.1,8.8.8.8,ICMP,ALLOW,-0.9071381646626244,439.07403697340624,9,0,14,0
10.0.0.2,172.16.0.2,ICMP,ALLOW,-0.0454002764207672,123.79092525465558,10,1,6,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,-0.0856658251356898,796.481138735774,8,1,4,0
172.16.0.1,172.16.0.2,TCP,ALLOW,0.9475690229371534,1441.0059160812675,4,0,5,0
10.0.0.1,192.168.1.3,UDP,BLOCK,0.802878760510374,373.1162538474626,6,1,10,0
10.0.0.2,8.8.8.8,UDP,BLOCK,0.3488088497698147,848.3486711356786,2,0,3,0
192.168.1.1,8.8.4.4,ICMP,BLOCK,-0.0026893616614944,409.4386238835367,9,0,8,0
172.16.0.1,172.16.0.2,TCP,ALLOW,0.0713524821149569,402.22962084693006,3,0,7,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,0.2481878695438732,709.0898640854048,10,1,1,0
192.168.1.2,172.16.0.2,UDP,ALLOW,0.2673470764018653,1228.6941845409906,5,1,0,0
10.0.0.2,192.168.1.3,UDP,BLOCK,-0.9844322465797796,1263.442962762065,4,0,13,0
192.168.1.2,192.168.1.3,UDP,BLOCK,-0.0750783400059931,1057.799275422704,8,1,4,0
172.16.0.1,8.8.8.8,UDP,ALLOW,-0.8600185996458556,956.262832930682,7,0,1,0
10.0.0.1,8.8.8.8,TCP,ALLOW,-0.6865310430576443,248.07173137479367,2,1,5,0
192.168.1.2,8.8.4.4,TCP,ALLOW,-0.2292851205961068,627.0884119233164,6,0,4,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.468695555068948,567.8230598524002,8,0,5,0
172.16.0.1,10.0.0.3,TCP,ALLOW,0.3009290769023309,844.5436878629392,10,1,6,0
10.0.0.2,10.0.0.3,UDP,BLOCK,0.950180524246031,613.1247493402853,3,1,8,0
192.168.1.2,8.8.8.8,UDP,ALLOW,-0.2950223467853885,397.24418284108543,2,0,12,0
172.16.0.1,172.16.0.2,ICMP,BLOCK,-0.6751147056619979,1040.342394869886,3,0,9,0
10.0.0.1,10.0.0.3,TCP,ALLOW,0.196398582955394,1338.7133714478482,5,0,11,0
172.16.0.1,10.0.0.3,ICMP,ALLOW,0.6851343059681596,207.98106181800432,1,0,3,0
10.0.0.1,172.16.0.2,ICMP,ALLOW,0.1336591976003958,642.049665449185,2,1,6,0
192.168.1.2,8.8.4.4,ICMP,ALLOW,-0.8299864549525666,302.8083737338698,2,1,15,0
172.16.0.1,8.8.4.4,TCP,ALLOW,0.0270868022190833,1138.5942957115697,8,0,7,0
172.16.0.1,8.8.8.8,UDP,BLOCK,-0.5747530247128525,727.7526192630241,1,0,6,0
10.0.0.2,8.8.8.8,UDP,ALLOW,-0.9126784983308652,737.4302493510069,1,1,16,0
10.0.0.2,172.16.0.2,TCP,ALLOW,0.8441947936541407,231.7204388313549,4,0,4,0
192.168.1.1,8.8.4.4,TCP,ALLOW,-0.8457995239701988,482.5162414235104,3,1,4,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.2518884411974247,203.39214217938704,3,0,11,0
192.168.1.1,8.8.4.4,TCP,BLOCK,0.7344777304280927,142.92768632626542,5,1,5,0
10.0.0.2,10.0.0.3,UDP,BLOCK,-0.4942083319698129,206.3436125566988,0,1,1,0
10.0.0.2,172.16.0.2,TCP,ALLOW,0.3743914200019875,627.0485359018442,1,1,1,0
172.16.0.1,8.8.4.4,ICMP,BLOCK,-0.3573571661189378,1409.12598097766,7,1,9,0
192.168.1.2,192.168.1.3,TCP,ALLOW,0.3892456972878477,661.6449529875681,3,0,6,0
10.0.0.1,172.16.0.2,UDP,ALLOW,0.2364255701141597,491.7942390804754,0,0,11,0
172.16.0.1,172.16.0.2,UDP,ALLOW,-0.512829394054841,396.8501241058964,3,0,0,0
10.0.0.2,192.168.1.3,TCP,ALLOW,0.1385320422658404,729.0366822274605,7,1,0,0
192.168.1.1,8.8.4.4,TCP,ALLOW,0.8145801391969465,488.85927303679466,9,0,0,0
10.0.0.1,8.8.8.8,ICMP,BLOCK,0.1989835240787851,1078.6530547184552,5,0,8,0
192.168.1.1,8.8.8.8,UDP,ALLOW,-0.3043387966185262,672.2548304924088,8,0,10,0
10.0.0.1,10.0.0.3,TCP,BLOCK,-0.6624749887168793,1336.119508504377,10,0,16,0
172.16.0.1,8.8.8.8,UDP,BLOCK,0.4158897695736376,444.0416519917159,9,1,3,0
192.168.1.1,192.168.1.3,UDP,BLOCK,-0.0208597840419193,326.89026223997087,9,1,16,0
192.168.1.1,10.0.0.3,ICMP,BLOCK,-0.1402419665973486,923.3336358543258,7,1,12,0
172.16.0.1,8.8.4.4,ICMP,BLOCK,-0.6253341662652872,1077.9204368551273,2,0,7,0
172.16.0.1,8.8.4.4,UDP,ALLOW,-0.4241152323063692,1194.3260665411144,10,1,15,0
192.168.1.2,192.168.1.3,TCP,ALLOW,-0.1013224486709403,172.17457033999784,0,1,15,0
192.168.1.1,192.168.1.3,TCP,ALLOW,0.3765599552719647,1462.1268304495218,3,0,11,0
192.168.1.1,10.0.0.3,UDP,ALLOW,0.3742018854734961,381.1885315909674,7,0,7,0
10.0.0.2,172.16.0.2,TCP,BLOCK,0.9092531675914068,1488.9671188825275,6,0,5,0
10.0.0.2,192.168.1.3,TCP,ALLOW,-0.5422433054160256,655.2372108815138,9,0,11,0
10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.7224582672753921,557.9980004082543,9,0,1,0
172.16.0.1,192.168.1.3,UDP,ALLOW,-0.832049853838297,932.9926832499596,2,0,10,0
192.168.1.1,192.168.1.3,UDP,ALLOW,0.2668604966253582,1175.1403430991218,5,1,5,0
192.168.1.2,8.8.4.4,ICMP,BLOCK,-0.1271047445847164,822.7983002765046,5,1,8,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.3171645743660405,1251.7945546165574,1,1,1,0
10.0.0.2,172.16.0.2,UDP,ALLOW,0.6205607969245819,946.4633508541824,6,1,15,0
192.168.1.1,10.0.0.3,UDP,ALLOW,-0.3758034624234652,742.5582285782639,10,1,9,0
10.0.0.2,8.8.8.8,TCP,ALLOW,0.673997942021147,387.2505745649143,3,1,12,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.7572805242662841,949.6438709837646,8,0,0,0
10.0.0.2,172.16.0.2,TCP,BLOCK,-0.8343363063233107,1244.0404493155438,7,1,16,0
192.168.1.2,172.16.0.2,ICMP,ALLOW,-0.1060626395217585,675.507079338833,3,0,1,0
192.168.1.1,8.8.8.8,ICMP,ALLOW,-0.2371347679580464,917.6083586793856,3,0,5,0
192.168.1.2,8.8.4.4,UDP,BLOCK,0.443707587422925,1490.5831326676146,5,1,1,0
192.168.1.1,192.168.1.3,ICMP,ALLOW,-0.5017302572949662,347.60189656480816,1,1,13,0
10.0.0.1,10.0.0.3,UDP,ALLOW,0.1387409604658562,602.9142475626074,7,1,2,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.1029745897866682,767.3403786480691,7,0,7,0
10.0.0.1,172.16.0.2,ICMP,ALLOW,0.7062765519273737,385.9162038988941,4,1,4,0
192.168.1.1,10.0.0.3,UDP,ALLOW,-0.8230162695562451,155.11600575873302,8,0,11,0
192.168.1.2,10.0.0.3,TCP,BLOCK,0.2615659409257522,809.8161388174353,0,1,0,0
172.16.0.1,172.16.0.2,TCP,ALLOW,0.9381034392640988,1148.6056052339156,10,0,0,0
10.0.0.1,8.8.8.8,TCP,BLOCK,0.6957945053271393,767.8207688200054,2,1,2,0
10.0.0.2,192.168.1.3,ICMP,ALLOW,0.2505833311516294,469.3599754032128,4,0,11,0
172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.2550226073425194,388.387914065963,3,0,0,0
172.16.0.1,172.16.0.2,ICMP,BLOCK,0.1284768815035031,211.06443639683317,1,0,8,0
172.16.0.1,192.168.1.3,TCP,ALLOW,0.7901965442900849,884.7956796256904,2,1,16,0
192.168.1.2,10.0.0.3,UDP,BLOCK,0.3879967753250599,321.81680723434,9,0,12,0
172.16.0.1,10.0.0.3,TCP,ALLOW,-0.6852116111550353,222.70666693789948,7,0,0,0
192.168.1.1,172.16.0.2,UDP,BLOCK,0.9304737582547018,291.6855163406219,3,0,16,0
10.0.0.1,8.8.8.8,ICMP,BLOCK,0.4662673858017561,173.2920216869038,10,0,6,0
172.16.0.1,8.8.8.8,ICMP,ALLOW,0.0052157583683367,1498.7523519051922,9,0,4,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.1695097741099571,620.2789382080174,6,0,5,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,0.4818780645922651,478.7189921721799,8,1,3,0
192.168.1.2,172.16.0.2,UDP,ALLOW,-0.4505535737661139,613.4810978057687,10,1,15,0
192.168.1.2,10.0.0.3,ICMP,BLOCK,0.73250319781424,606.478315429413,10,1,6,0
10.0.0.2,8.8.4.4,ICMP,BLOCK,-0.9557382889357582,1114.007425164995,3,0,8,0
172.16.0.1,192.168.1.3,ICMP,BLOCK,0.5337920427078706,306.8284727679705,0,0,12,0
172.16.0.1,8.8.8.8,UDP,ALLOW,0.3934842738091133,458.39968547767455,0,1,6,0
10.0.0.1,172.16.0.2,UDP,ALLOW,-0.1065632470792377,547.0471700761746,7,0,8,0
192.168.1.2,172.16.0.2,UDP,BLOCK,0.0800520086291924,273.76984139353897,4,0,3,0
192.168.1.2,8.8.8.8,ICMP,ALLOW,-0.6538589909664658,278.4493845801161,5,0,15,0
172.16.0.1,8.8.8.8,TCP,BLOCK,0.8889433908281368,361.12390576728006,0,1,5,0
192.168.1.2,8.8.4.4,TCP,BLOCK,0.523564510172392,745.5992818516655,3,0,3,0
10.0.0.1,8.8.4.4,ICMP,BLOCK,-0.9322391648252728,314.75449683813093,6,0,5,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,0.1257990071932326,312.42484179104827,6,0,11,0
192.168.1.1,192.168.1.3,ICMP,BLOCK,-0.901527588610978,630.1565712743816,7,0,12,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,-0.0308476926442227,1019.7355113343676,4,1,0,0
10.0.0.1,8.8.4.4,TCP,ALLOW,-0.6790676436582967,159.89760335222877,2,0,12,0
192.168.1.1,192.168.1.3,ICMP,BLOCK,-0.8693918382587389,414.88928244895067,1,0,0,0
172.16.0.1,10.0.0.3,ICMP,BLOCK,0.2571268800224831,940.927465032706,8,0,15,0
192.168.1.1,8.8.4.4,ICMP,ALLOW,0.7786596442613516,670.3218310928403,4,0,8,0
192.168.1.2,10.0.0.3,UDP,BLOCK,0.3425171430168892,1022.4034969417996,2,1,14,0
192.168.1.1,10.0.0.3,TCP,ALLOW,0.0679310705083371,898.6172358610565,6,0,5,0
10.0.0.2,8.8.8.8,UDP,ALLOW,-0.646141311120008,250.9303946413186,10,1,13,0
192.168.1.1,172.16.0.2,TCP,BLOCK,-0.1996045391645815,606.2183482311809,9,1,0,0
10.0.0.1,192.168.1.3,ICMP,ALLOW,0.2553636971419439,378.0164965293721,1,0,2,0
10.0.0.2,10.0.0.3,TCP,BLOCK,0.5558356606477481,836.4409591805793,8,0,5,0
192.168.1.2,192.168.1.3,ICMP,BLOCK,-0.1896412519424306,1098.7919566907235,6,0,4,0
192.168.1.2,172.16.0.2,UDP,BLOCK,0.2846188166911112,828.7355695771089,4,0,8,0
192.168.1.1,172.16.0.2,UDP,ALLOW,-0.9335516915641562,1036.9690754903936,8,0,5,0
192.168.1.1,192.168.1.3,ICMP,BLOCK,-0.1028126100682895,952.64613423085,3,0,13,0
10.0.0.1,172.16.0.2,TCP,ALLOW,0.5356635555435811,1124.8612154063514,7,0,15,0
172.16.0.1,8.8.8.8,ICMP,BLOCK,-0.359079823665215,773.7618142650372,0,1,12,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.210190217145092,667.2669649532559,3,1,13,0
192.168.1.2,8.8.4.4,ICMP,ALLOW,0.4347132669055475,890.027154583874,6,1,0,0
172.16.0.1,10.0.0.3,ICMP,ALLOW,-0.6920112358078001,878.1555057220621,10,1,4,0
10.0.0.2,8.8.8.8,TCP,BLOCK,-0.9806594489504996,1168.8887372835109,6,1,0,0
192.168.1.1,8.8.8.8,ICMP,ALLOW,0.1671699870794174,1416.4404646648663,6,0,15,0
172.16.0.1,172.16.0.2,TCP,ALLOW,0.3794493967761727,775.1114818348973,1,0,2,0
192.168.1.1,10.0.0.3,ICMP,ALLOW,-0.3434044851898874,518.0649264929516,8,0,2,0
10.0.0.1,192.168.1.3,TCP,BLOCK,0.9846787861240044,1211.5873829869083,4,1,11,0
10.0.0.2,8.8.8.8,UDP,ALLOW,0.6867351444422118,401.3271849245161,10,1,15,0
