log_level,message,value,session_length,num_failed_attempts,label,hour,day
0.0,User login successful,0.4385568546278307,10.392003058712923,2,0,1,0
3.0,Service stopped,-0.7934723075148069,91.83957937212016,4,1,1,0
0.0,Service started,0.3749567005812291,56.60451773494648,0,0,1,0
2.0,Configuration change detected,-0.5110635724668908,96.54022648919276,5,1,1,0
0.0,Service stopped,-0.2418671169712594,22.98314892582452,5,0,1,0
2.0,Configuration change detected,-0.026783345956469,54.89528016847968,4,1,1,0
,User login failed,0.5005517374012247,82.56134593425254,3,0,1,0
0.0,Configuration change detected,0.9723359696605118,50.1099756915161,1,1,1,0
3.0,File accessed,-0.4518116267637311,1.3614738918200942,2,1,1,0
2.0,Service stopped,0.4753272660036007,78.4016457069236,2,1,1,0
2.0,File accessed,-0.6079289005396722,43.994529930425216,1,1,1,0
1.0,Service stopped,0.2902336948894046,89.52252057694547,0,1,1,0
0.0,Unauthorized access attempt,0.0169436711480845,65.04513499571155,5,1,1,0
,Unauthorized access attempt,-0.0985941576154951,29.136799349733035,3,1,1,0
0.0,Configuration change detected,-0.6590945032105007,43.3002249005647,0,1,1,0
0.0,Service stopped,0.240432461454612,73.71261220089211,3,0,1,0
3.0,Service started,-0.5485835944610824,46.947559191941245,4,0,1,0
2.0,User login failed,0.579685648507436,98.26982879237538,2,0,1,0
,Service started,0.963720775025808,92.69400860426111,3,1,2,0
0.0,Service started,-0.5411454377963334,7.064778059547309,2,0,2,0
1.0,User login successful,-0.0872290103043373,89.29916657903962,3,0,2,0
0.0,User login failed,-0.4886794210928624,91.78071327928356,5,1,2,0
1.0,Service stopped,-0.4708728249378724,39.16612470038972,1,0,2,0
,Service started,-0.0177586434521335,53.139467720401655,4,1,2,0
1.0,File accessed,-0.3231686503097797,20.873446615454306,1,1,2,0
1.0,Unauthorized access attempt,0.4163595999573726,50.78354110929292,0,0,2,0
0.0,Unauthorized access attempt,0.6829836935731741,35.248829523180845,1,1,2,0
,File accessed,-0.9814073160157192,71.23638787848444,3,1,2,0
1.0,Unauthorized access attempt,0.3643915537298499,30.44140003806875,4,0,2,0
3.0,Service stopped,-0.1408767099742995,80.90776021843092,5,0,2,0
0.0,User login successful,-0.1575290229996386,66.08400771876497,1,1,2,0
1.0,Unauthorized access attempt,-0.6053882761147253,11.509349232914396,4,0,2,0
,Service stopped,0.8077960374548705,74.32839635034168,0,0,2,0
3.0,User login failed,0.9996329979539792,10.635423518560154,5,1,2,0
3.0,Service stopped,-0.7273808850051167,34.54208123251625,0,0,2,0
1.0,Service stopped,0.7160560195694168,26.997259851814192,3,0,2,0
0.0,User login successful,0.6245531584709652,4.361592267247241,1,0,2,0
0.0,Service started,-0.9261066931624256,34.08355759866638,5,0,2,0
2.0,User login successful,0.8779728550784758,47.05979225910139,2,0,2,0
1.0,Unauthorized access attempt,-0.1607099333808213,22.557940640147127,0,1,2,0
,Service started,-0.3291995303642405,22.592310480114246,1,1,2,0
0.0,Configuration change detected,0.0315195713486804,7.955620326547583,5,1,2,0
1.0,Unauthorized access attempt,-0.3521928577172759,78.60260809306433,0,0,2,0
2.0,Service started,0.9780107331403888,23.03482590946592,5,1,2,0
3.0,User login failed,-0.81876304342468,22.70779216266112,0,1,2,0
,Service started,-0.3318617455467205,36.13341918573738,4,1,2,0
2.0,Service started,0.1826893533543303,3.2818931245467238,0,1,2,0
,File accessed,0.9276751893461784,28.732366896710065,2,1,2,0
1.0,Service stopped,-0.4413698220713495,92.32096144608026,5,1,2,0
3.0,User login failed,-0.8800781035932852,80.13795275415684,5,1,2,0
0.0,Unauthorized access attempt,-0.3551680751952231,60.77150155756375,4,1,2,0
,Configuration change detected,0.1738178281637294,93.95006181729592,0,1,2,0
0.0,Configuration change detected,-0.6680239354436637,86.99903612219973,1,1,2,0
0.0,User login successful,-0.7568773081368223,18.062473541806327,2,1,2,0
2.0,Service started,-0.7932744775735003,61.7530820322582,1,1,2,0
3.0,Unauthorized access attempt,-0.7804261411576856,61.70501609585713,2,0,2,0
2.0,File accessed,-0.9696494766890134,32.84302215074008,5,1,2,0
3.0,Configuration change detected,-0.7033205614401243,64.70421879070358,1,1,2,0
,File accessed,-0.4799104634800128,78.1521028428469,1,0,2,0
3.0,User login successful,0.8086940537992497,43.92880496483964,5,0,2,0
1.0,Configuration change detected,-0.7693396206543759,55.53739128568116,2,1,2,0
,Service started,0.9820138450925606,95.10297681361187,1,1,2,0
3.0,Configuration change detected,-0.5935200949581536,88.41403120197715,2,0,2,0
,Service stopped,-0.5218464479403442,56.1481411232504,0,1,2,0
3.0,Service stopped,0.8318263761881981,88.84046222075487,3,1,2,0
3.0,File accessed,-0.0435416689818739,86.516250268453,3,1,2,0
2.0,Unauthorized access attempt,-0.8811087647573346,60.29787173584865,4,0,2,0
3.0,User login failed,0.6096352989023914,45.34354923916137,5,0,2,0
0.0,File accessed,0.8932906627301422,24.185099772462326,2,0,2,0
0.0,User login failed,-0.3679561326155067,38.239307777841375,1,1,2,0
3.0,Service stopped,-0.5880867732819521,7.145739973019991,0,1,2,0
0.0,Service started,-0.9527676256711012,57.592082209189016,2,1,2,0
0.0,Configuration change detected,-0.5162645191373829,84.92299305721855,5,0,2,0
,User login successful,0.8533246114717872,30.365754451326943,1,1,2,0
1.0,Service stopped,-0.349492026301718,35.948923495962745,3,0,2,0
3.0,Service stopped,0.8690233582031821,37.87341551570484,1,0,2,0
0.0,Service started,-0.9443086954134934,15.204160027379208,5,0,2,0
3.0,Configuration change detected,0.8996808211673419,22.724724582619363,1,1,2,0
2.0,Configuration change detected,0.7563466884092938,14.046886124423349,3,0,3,0
3.0,Service started,-0.1496437084175923,19.36284009768177,4,0,3,0
1.0,User login successful,0.9654213824522256,98.069968156135,5,1,3,0
0.0,Unauthorized access attempt,0.5764964534405421,51.04412944866957,2,1,3,0
3.0,Service stopped,-0.0272839049024204,55.20578981159366,1,1,3,0
3.0,File accessed,0.6636631489229003,57.7996583672392,3,1,3,0
1.0,User login failed,0.1573711234937189,29.58412387754906,3,0,3,0
2.0,Unauthorized access attempt,0.6185009867225728,34.238324708370946,2,0,3,0
3.0,Unauthorized access attempt,0.8685077853449055,42.14020571446456,0,1,3,0
0.0,Configuration change detected,0.8010597394427379,65.87389729867812,3,1,3,0
0.0,User login failed,0.6971493119377357,60.99510809635733,3,0,3,0
,User login successful,0.1562661829143317,47.37768283118543,1,0,3,0
2.0,User login successful,-0.6840691216377155,79.47508816907772,5,1,3,0
3.0,User login successful,-0.1313087598343025,32.69103539529097,5,1,3,0
0.0,Service started,0.336839904400334,76.05759598005388,2,0,3,0
3.0,Service started,-0.258715493732834,62.27907318194586,5,0,3,0
1.0,Configuration change detected,0.7793029237428715,24.318556288068955,4,1,3,0
1.0,Service started,0.1244509739014065,66.71048752272077,3,0,3,0
2.0,File accessed,-0.1874337803692547,29.64916454999679,5,1,3,0
2.0,File accessed,-0.0072051801267982,96.97259995231325,3,0,3,0
,File accessed,0.6309540200267711,93.10960963425109,1,1,3,0
0.0,Service started,0.0004852878131531,38.62056777882293,1,0,3,0
3.0,Service stopped,0.356598085716856,33.42985729540192,3,1,3,0
0.0,User login failed,0.5677848346436514,2.9494641433925644,1,1,3,0
2.0,Unauthorized access attempt,-0.033701227031692,24.00679175341251,4,1,3,0
1.0,Unauthorized access attempt,-0.8313795129227939,40.633133675218126,4,1,3,0
,Unauthorized access attempt,-0.1944681800040109,69.72704904458872,1,1,3,0
1.0,Service stopped,0.2596991711297354,61.5964929346262,0,0,3,0
,User login successful,-0.4514039417135256,53.29406564193367,0,0,3,0
,Service started,0.0981793214117496,97.48422183726672,1,1,3,0
1.0,User login successful,0.8100761804154799,92.86094275122797,2,1,3,0
1.0,Service started,-0.1242522569058617,39.151725490808325,1,1,3,0
,Unauthorized access attempt,0.5283928474947213,66.50495626384452,1,0,3,0
1.0,Configuration change detected,0.8460364633593849,97.01908133762734,3,1,3,0
,File accessed,-0.5657077021927448,4.69515296277802,5,0,3,0
,User login failed,0.3827860855096092,41.26863272634914,4,1,3,0
2.0,Configuration change detected,-0.0089734094799907,28.39198257366625,4,1,3,0
3.0,Service started,0.4647783577561646,53.63460321484528,4,1,3,0
2.0,Service stopped,-0.5790450398458249,33.5747642005628,0,1,3,0
3.0,File accessed,-0.9788394231188726,66.46640275265707,1,0,3,0
0.0,User login failed,0.9644906363850736,43.934608422586656,0,1,3,0
2.0,Unauthorized access attempt,-0.1931167594221174,19.023316378735988,5,0,3,0
0.0,User login successful,0.5163134531585811,14.502257133696745,5,1,3,0
3.0,User login successful,-0.1692485667781125,9.23132990697705,2,0,3,0
2.0,User login failed,0.9079422665762148,12.140499787485297,0,1,3,0
2.0,Configuration change detected,0.0094942141839931,40.33073963392946,2,1,3,0
,File accessed,-0.991175679793769,28.87883775004412,4,1,3,0
2.0,Service started,-0.2272669929364745,99.00426475219876,5,0,3,0
2.0,Service stopped,0.8646188631698324,87.24884741951787,3,1,3,0
2.0,Unauthorized access attempt,-0.4670573017648445,71.89847761764315,0,1,3,0
1.0,Service stopped,-0.0716044245755509,59.26752653288686,0,0,3,0
3.0,Service started,0.5885748527547969,99.8313200676108,3,1,3,0
1.0,User login failed,-0.500147543422804,55.06826274639642,5,1,3,0
1.0,Unauthorized access attempt,-0.9592567804360032,90.89584045066212,1,1,3,0
2.0,File accessed,0.7122165049515496,35.54340645550208,3,1,3,0
0.0,Unauthorized access attempt,-0.1013624235987897,61.24542681243125,2,1,3,0
0.0,Service started,-0.9777438667906362,65.4753800924898,1,1,3,0
2.0,Unauthorized access attempt,-0.9572902202435776,14.494864401194,4,1,3,0
,Configuration change detected,0.2095759898629736,9.4385847011238,4,1,3,0
3.0,Configuration change detected,0.1068609826136421,17.872427141912873,2,1,3,0
3.0,File accessed,-0.2204402161075487,52.91874934135622,1,0,4,0
0.0,Configuration change detected,-0.895897798515342,38.92644559914618,3,1,4,0
,User login successful,-0.9710695727278036,98.87757817949478,1,0,4,0
0.0,File accessed,-0.4876467542255365,91.93940013362192,5,0,4,0
,File accessed,-0.3871300299884723,96.10703843723756,2,1,4,0
0.0,File accessed,0.285773456552433,15.703936774775146,5,1,4,0
0.0,User login failed,0.3157359260509693,28.31936112759722,0,0,4,0
1.0,Unauthorized access attempt,0.9709300651004596,97.3711137533408,2,0,4,0
,User login successful,-0.3146614183250833,35.10717342344616,2,0,4,0
0.0,User login successful,-0.9588310902921948,76.02366657353257,5,0,4,0
0.0,Service stopped,-0.6282629232733483,86.44253727813589,1,1,4,0
1.0,Unauthorized access attempt,-0.3775897402110961,87.18807583242386,2,1,4,0
1.0,User login failed,0.8800260981158268,59.89335517323976,2,1,4,0
,Configuration change detected,-0.8359073005543964,70.54369940914718,3,0,4,0
,Unauthorized access attempt,0.6660943265665602,99.66870288536356,4,1,4,0
3.0,Configuration change detected,0.8088239684642056,12.474075485035032,0,1,4,0
,User login successful,0.4449528839806884,86.3510569798485,1,0,4,0
0.0,Configuration change detected,-0.8560245776026219,63.983754664134814,3,0,4,0
3.0,File accessed,0.7150457856254866,49.550273341468206,3,0,4,0
1.0,Unauthorized access attempt,0.1137775841218928,67.67324532484716,4,0,4,0
3.0,Service stopped,-0.979421368192838,85.11478057693392,1,0,4,0
0.0,User login successful,0.2520436542208704,35.78573284787945,3,0,4,0
0.0,Service stopped,-0.8237195172981453,99.71246213980002,3,1,4,0
,Unauthorized access attempt,0.4744345866310402,73.00950964731317,0,0,4,0
,Unauthorized access attempt,-0.2099399652371822,86.84205084751001,0,0,4,0
2.0,Service started,-0.9665128076134872,16.40289293632845,5,1,4,0
,File accessed,0.97893462309205,88.00361881108533,1,1,4,0
3.0,Unauthorized access attempt,-0.4859299334910518,20.91317853122673,1,0,4,0
,Service started,0.2681651297413814,88.89293050055765,4,0,4,0
2.0,User login failed,-0.4015817164033526,53.91914100907357,0,0,4,0
2.0,User login failed,0.0094030039320647,37.84574726981568,5,1,4,0
1.0,User login failed,0.4269073012423279,38.85121210606465,4,0,4,0
,User login successful,-0.320597896848402,27.129158075184037,4,1,4,0
3.0,User login failed,0.2563206728679463,1.4118521624835836,3,1,4,0
1.0,User login successful,-0.8661498002970083,59.67278248182815,1,0,4,0
0.0,File accessed,0.0891228799573882,78.14389973865927,4,0,4,0
0.0,Unauthorized access attempt,-0.8590032543635429,49.90793830138172,3,1,4,0
,Configuration change detected,-0.0137482830690678,9.551067797635527,1,1,4,0
1.0,Unauthorized access attempt,0.9072851335443048,22.43770795776121,3,1,4,0
0.0,File accessed,0.6803349002250838,11.892483854734584,5,1,4,0
2.0,Service stopped,-0.2562502435098912,2.526388502931214,1,0,4,0
0.0,Unauthorized access attempt,-0.6213051036678661,21.602313959764373,2,1,4,0
1.0,Service stopped,-0.3326750904679973,37.13675061695442,3,1,4,0
1.0,File accessed,0.0585024964890428,98.60094948160548,1,1,4,0
,Unauthorized access attempt,0.4628738155911056,65.78568578076626,3,1,4,0
2.0,Configuration change detected,-0.1053337652029779,43.45521899661143,3,1,4,0
,Unauthorized access attempt,0.3040958616126044,44.998609857105215,2,1,4,0
3.0,User login successful,0.5784706978647347,34.606044908497374,1,1,4,0
0.0,User login failed,0.5154224088528463,87.6469206521617,1,0,4,0
,Service started,-0.270755190396057,76.56809158943152,4,1,4,0
,User login successful,-0.3605043358602935,38.84912336399005,3,0,4,0
,Service stopped,-0.365722682925401,53.40311852979666,2,0,4,0
0.0,Service started,0.3238977257862041,22.18342363145791,0,1,4,0
0.0,Service started,-0.6055264089349217,79.10739018724635,4,0,4,0
1.0,File accessed,-0.4329664237673609,40.6442132289667,2,1,4,0
3.0,Unauthorized access attempt,-0.6348412177777196,2.724516086344806,0,0,4,0
2.0,Configuration change detected,0.7334309772264174,74.63249849055798,3,0,4,0
1.0,Service stopped,0.8432113930675147,85.1343656545973,4,1,4,0
1.0,Unauthorized access attempt,-0.8237617384509521,13.489285146189808,0,0,4,0
1.0,File accessed,-0.2299392745689923,10.17717479534341,2,1,4,0
2.0,Configuration change detected,0.359504447422752,36.949794320360674,2,0,5,0
3.0,Service started,-0.0470669948074748,2.168387672849458,5,0,5,0
3.0,Configuration change detected,-0.4905142210692239,55.792873157099095,2,1,5,0
0.0,User login successful,0.7490644625497016,21.329501101234023,1,1,5,0
0.0,User login successful,-0.9083111116850036,95.16635111377153,0,1,5,0
2.0,Service stopped,0.2804591104759686,52.90119473126772,5,0,5,0
3.0,Service stopped,0.354842209459131,60.12584425561064,2,1,5,0
,Service stopped,0.0375918532437431,3.5294062243746005,3,1,5,0
,Service stopped,0.0363120777105219,58.74541261173477,1,1,5,0
1.0,Unauthorized access attempt,0.8798881282072055,52.00400379398686,2,1,5,0
,Unauthorized access attempt,-0.7575341716485513,12.13853797743574,4,0,5,0
,User login failed,-0.3453801448654221,43.60786167581431,1,1,5,0
,File accessed,0.4448774845364345,28.030211994411506,1,0,5,0
0.0,Configuration change detected,-0.662737361528444,79.10592556920624,4,1,5,0
3.0,Service stopped,0.8899569701838503,31.859478642284145,3,1,5,0
3.0,Service started,-0.9199418702671917,66.6526274787129,4,1,5,0
,Unauthorized access attempt,-0.0456019159652163,92.1391352891627,5,0,5,0
,User login failed,-0.1718909408159108,99.99606708872544,0,0,5,0
0.0,Unauthorized access attempt,0.68469843577905,99.11379342420754,1,1,5,0
1.0,Configuration change detected,-0.0819201398571114,53.98025111292095,2,1,5,0
3.0,User login failed,0.1283088094988358,35.12851215787295,0,0,5,0
0.0,User login successful,0.4426630393918125,62.71086602645192,5,1,5,0
,User login successful,0.138004682468094,18.85184403724328,2,1,5,0
1.0,Unauthorized access attempt,0.961275573126493,62.82612859871962,0,0,5,0
1.0,Unauthorized access attempt,-0.684794882717281,85.80627544407716,0,1,5,0
3.0,Configuration change detected,0.825850713209932,90.35025123246616,5,1,5,0
3.0,Configuration change detected,0.3135760166562791,83.20974844923353,3,1,5,0
1.0,Unauthorized access attempt,-0.3546074344421741,49.409635449347306,0,1,5,0
3.0,Service started,0.3947092938639105,4.163406608769083,5,1,5,0
3.0,Service stopped,0.112762920225246,63.14226063100586,1,0,5,0
1.0,Service stopped,0.6727725306337224,30.482743911535746,5,0,5,0
2.0,User login successful,0.9378330020815482,18.169144373130365,2,1,5,0
3.0,Service started,-0.0772059597712513,61.41439131646127,4,1,5,0
0.0,User login failed,0.3164321970761843,66.97587542738096,0,1,5,0
3.0,Service stopped,-0.2062033938889185,40.34286320271957,4,0,5,0
3.0,Unauthorized access attempt,-0.4215750273339869,83.60731826466932,1,0,5,0
,Service started,0.3890303275810463,59.10276709850141,4,0,5,0
2.0,User login successful,-0.023417674069837,99.15337117342575,5,0,5,0
,User login successful,0.7142047849196016,25.754969591001675,2,1,5,0
0.0,Service stopped,0.6278641386921837,45.67337800608347,4,0,5,0
2.0,Unauthorized access attempt,-0.9853174432728168,93.2240788609868,1,1,5,0
,File accessed,-0.3323490245781679,18.67585606721589,0,1,5,0
2.0,File accessed,0.6641921762152319,9.615960010016432,0,0,5,0
2.0,Service stopped,0.6088450605690359,1.3989354792234223,3,0,5,0
3.0,File accessed,-0.2163326949915345,53.14975309515961,0,0,5,0
1.0,Unauthorized access attempt,-0.6011013977331723,12.014107351722416,4,0,5,0
,User login successful,-0.927696810667761,29.351871955430106,5,1,5,0
,Service stopped,0.0152069848970881,93.13231901852345,0,0,5,0
2.0,Configuration change detected,0.1128953402490733,7.146886547264142,2,0,5,0
3.0,User login failed,0.0736462114375036,26.37693937330856,4,1,5,0
1.0,File accessed,-0.6188732473170016,24.26597349676515,2,0,5,0
1.0,Unauthorized access attempt,-0.6282507516123741,33.72064779488981,3,0,5,0
,Service started,-0.0841446587728607,60.76543965506217,1,0,5,0
0.0,Unauthorized access attempt,0.7547552523952115,12.70770199782594,0,1,5,0
3.0,Service started,0.5122039401738607,29.77905260347835,0,1,5,0
,User login failed,-0.5467517543833651,97.2273485228192,5,1,5,0
,File accessed,0.271977967373511,91.23660396969,2,0,5,0
1.0,Service stopped,-0.3645247185964071,41.6838165955018,2,1,5,0
0.0,User login failed,-0.4889317133802764,6.316865038863804,5,1,5,0
3.0,Service stopped,0.3745557070789769,81.6932977390255,0,0,5,0
3.0,Service started,-0.3472087491849893,37.32334221786496,3,0,6,0
2.0,File accessed,0.2730704026160391,25.65624454309985,4,0,6,0
0.0,Service started,-0.9852811053422086,82.79240059127983,0,0,6,0
3.0,File accessed,0.6626016480917483,21.924159652790436,1,1,6,0
1.0,File accessed,-0.5359353018065631,58.044865023525205,5,0,6,0
2.0,User login successful,0.7915581944149916,38.64438629019352,5,0,6,0
0.0,Service started,0.8711356969193338,69.89556580887091,3,1,6,0
2.0,Service started,-0.2158408285512871,24.67202911874072,0,1,6,0
1.0,Unauthorized access attempt,0.4715523538007731,80.84156500153142,5,0,6,0
2.0,File accessed,0.3520121773507787,4.893247033461352,5,0,6,0
3.0,File accessed,-0.1982943014975111,12.318463347209915,2,1,6,0
0.0,Service started,0.2118439034097425,75.25808414310458,0,1,6,0
,Service stopped,-0.0486048415215611,25.23637727868224,4,1,6,0
,File accessed,-0.8855965903629048,3.453655125723369,0,1,6,0
,User login successful,0.0064752832195604,36.37313128249348,5,1,6,0
,Service stopped,-0.2607156293730752,98.10762426000156,0,0,6,0
2.0,Unauthorized access attempt,-0.3408505935061399,83.71216457536045,3,1,6,0
,Unauthorized access attempt,-0.4685547419917826,16.699100044429592,5,1,6,0
2.0,Service started,0.6420236667383628,26.208559853435037,5,0,6,0
1.0,Service stopped,-0.1838048425195311,7.1663303574854895,5,1,6,0
0.0,File accessed,-0.076926363842064,22.145998709023758,3,0,6,0
2.0,Service started,0.0188539789170536,91.74558987851869,1,1,6,0
2.0,User login successful,-0.9871736680489158,24.10745014420556,5,0,6,0
,User login failed,-0.2997836642792661,93.45748164125838,0,1,6,0
2.0,Unauthorized access attempt,-0.585106115484407,32.71169004410221,1,1,6,0
2.0,User login failed,-0.1453523112830583,48.2987337850723,4,1,6,0
2.0,Configuration change detected,0.9257086528804688,45.83996861416978,1,1,6,0
2.0,Service stopped,-0.3573090772975429,22.430435223520583,2,0,6,0
0.0,Service started,-0.5684454665331449,78.31684416865323,3,1,6,0
3.0,File accessed,-0.1158094997627581,70.51205103585632,2,1,6,0
1.0,Service stopped,0.3008775536657795,66.0004974039868,2,1,6,0
3.0,Configuration change detected,-0.6139447126923576,28.99901102288604,0,0,6,0
2.0,User login failed,0.7511646816227207,5.902134389264614,2,1,6,0
3.0,File accessed,0.4086779761379304,9.15087209181132,4,1,6,0
