timestamp,src_ip,dst_ip,protocol,action,value,packet_size,num_retries,label
2024-01-01 00:26:00,192.168.1.1,10.0.0.3,ICMP,ALLOW,0.6889206632900675,352.7208339098746,7,0
2024-01-01 01:02:00,10.0.0.2,10.0.0.3,ICMP,BLOCK,0.03655197562403423,413.4797313521723,4,0
2024-01-01 10:42:00,10.0.0.1,172.16.0.2,TCP,BLOCK,0.3598682921222327,1017.6007235421675,3,1
2024-01-01 12:15:00,192.168.1.1,8.8.4.4,UDP,BLOCK,0.5456162581316577,185.96985015415453,5,0
2024-01-01 04:49:00,192.168.1.2,10.0.0.3,UDP,ALLOW,-0.419282275640517,1108.6561905250383,10,0
2024-01-01 09:49:00,192.168.1.1,8.8.4.4,UDP,ALLOW,-0.5153908622966328,356.8545398984939,1,0
2024-01-01 08:12:00,10.0.0.1,192.168.1.3,TCP,ALLOW,-0.6156434551710481,1036.7003066338104,4,0
2024-01-01 12:36:00,192.168.1.1,8.8.8.8,UDP,BLOCK,-0.3136375119923944,910.9550244182984,3,1
2024-01-01 14:53:00,10.0.0.1,172.16.0.2,ICMP,ALLOW,-0.11861968347537544,203.71246930995176,5,1
2024-01-01 07:12:00,10.0.0.1,10.0.0.3,UDP,BLOCK,-0.9989275357242366,124.30967529564525,2,1
2024-01-01 09:27:00,192.168.1.2,8.8.8.8,TCP,ALLOW,0.7188747623766769,962.0406367542087,6,0
2024-01-01 04:03:00,172.16.0.1,8.8.4.4,TCP,ALLOW,-0.03458759654587085,251.25076066351818,2,0
2024-01-01 07:09:00,192.168.1.2,10.0.0.3,ICMP,BLOCK,-0.3542290545288691,775.1695669566708,8,1
2024-01-01 12:12:00,192.168.1.1,192.168.1.3,ICMP,ALLOW,-0.9856614168110784,403.1856487403034,5,0
2024-01-01 09:49:00,172.16.0.1,10.0.0.3,TCP,BLOCK,0.3575893780381476,788.9788695924836,6,0
2024-01-01 07:06:00,10.0.0.2,10.0.0.3,UDP,ALLOW,-0.024686124145758992,1356.6273000073104,3,1
2024-01-01 08:11:00,10.0.0.1,8.8.4.4,UDP,BLOCK,0.2743481704394972,360.83002913160243,2,0
2024-01-01 11:40:00,172.16.0.1,172.16.0.2,UDP,BLOCK,0.7068405228118597,605.1507756884292,2,1
2024-01-01 15:52:00,192.168.1.2,8.8.4.4,ICMP,BLOCK,-0.7174797159883857,766.2431976896103,2,0
2024-01-01 08:27:00,192.168.1.1,8.8.8.8,UDP,ALLOW,0.9730868649073956,869.3630554000383,9,0
2024-01-01 10:38:00,192.168.1.1,10.0.0.3,UDP,ALLOW,0.7285975449486475,793.9327758718233,7,1
2024-01-01 01:42:00,172.16.0.1,192.168.1.3,TCP,BLOCK,0.1626786094500534,177.5660456599016,3,0
2024-01-01 00:21:00,10.0.0.1,8.8.4.4,ICMP,ALLOW,0.09072834843644784,531.688731766486,1,1
2024-01-01 09:47:00,172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.06701304775336436,826.8658917645297,10,0
2024-01-01 08:26:00,10.0.0.1,8.8.4.4,TCP,BLOCK,-0.3764232457853125,724.2445865255481,0,1
2024-01-01 01:06:00,10.0.0.2,8.8.8.8,TCP,ALLOW,-0.520805307755521,1347.3752880252778,0,1
2024-01-01 13:50:00,192.168.1.2,192.168.1.3,TCP,BLOCK,0.10644748264152937,904.173006563148,9,1
2024-01-01 04:31:00,172.16.0.1,192.168.1.3,UDP,ALLOW,-0.9077770323374947,317.97672074770026,3,0
2024-01-01 02:45:00,10.0.0.2,172.16.0.2,UDP,ALLOW,0.3998299592072547,487.76644716764264,2,1
2024-01-01 14:13:00,192.168.1.1,192.168.1.3,TCP,ALLOW,0.8355155997577555,1402.5046145256729,10,1
2024-01-01 11:19:00,10.0.0.1,8.8.8.8,UDP,BLOCK,-0.6001212131688676,1370.5747231823584,4,0
2024-01-01 03:59:00,10.0.0.2,8.8.4.4,ICMP,BLOCK,-0.15001842505051433,809.633754530599,6,0
2024-01-01 01:27:00,192.168.1.2,10.0.0.3,TCP,ALLOW,-0.5767591352745636,1311.0172992217651,2,0
2024-01-01 14:09:00,172.16.0.1,172.16.0.2,UDP,BLOCK,-0.5625478109417736,1472.1167212199077,9,1
2024-01-01 06:15:00,10.0.0.2,8.8.8.8,UDP,ALLOW,-0.7550321136500806,484.87778504476546,1,0
2024-01-01 14:46:00,10.0.0.2,172.16.0.2,UDP,ALLOW,-0.7158191172908217,745.0375852973931,9,0
2024-01-01 09:14:00,192.168.1.2,192.168.1.3,ICMP,ALLOW,-0.06465025074595632,1353.1253603905375,0,1
2024-01-01 04:53:00,10.0.0.2,192.168.1.3,UDP,BLOCK,-0.6171985322937548,818.4346399005169,1,1
2024-01-01 11:53:00,192.168.1.1,8.8.4.4,UDP,BLOCK,-0.9682539312207634,1286.258741689703,7,0
2024-01-01 12:38:00,172.16.0.1,8.8.4.4,TCP,BLOCK,0.35181511259558174,589.9349941553853,3,0
2024-01-01 07:30:00,172.16.0.1,10.0.0.3,UDP,BLOCK,-0.9196485188526917,850.2364784743933,8,0
2024-01-01 08:18:00,192.168.1.2,10.0.0.3,TCP,BLOCK,0.5409870344740721,1447.8005965026096,10,0
2024-01-01 00:56:00,10.0.0.1,8.8.4.4,TCP,BLOCK,0.3466682014241964,941.3593644008724,10,0
2024-01-01 05:45:00,10.0.0.1,8.8.4.4,TCP,BLOCK,0.09956386498468728,499.63258141609316,1,0
2024-01-01 11:00:00,192.168.1.1,8.8.4.4,ICMP,ALLOW,0.13806558952089154,1376.5036312018979,1,1
2024-01-01 13:29:00,192.168.1.2,10.0.0.3,TCP,ALLOW,-0.837506943351646,363.1099714040231,0,1
2024-01-01 04:47:00,192.168.1.2,8.8.4.4,TCP,BLOCK,-0.7486099577490535,418.6020440804151,0,1
2024-01-01 06:38:00,172.16.0.1,8.8.4.4,TCP,BLOCK,-0.5547954977997391,750.7509014774452,4,0
2024-01-01 00:55:00,172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.4729017384689087,568.3364128579466,3,0
2024-01-01 09:15:00,10.0.0.2,8.8.4.4,TCP,ALLOW,0.22531333623652516,1217.8212001288737,1,0
2024-01-01 02:18:00,172.16.0.1,192.168.1.3,TCP,ALLOW,0.10522393872128077,167.39851901903097,2,1
2024-01-01 13:18:00,192.168.1.1,172.16.0.2,UDP,ALLOW,0.9723485608009632,1470.2916105655052,4,1
2024-01-01 13:11:00,172.16.0.1,8.8.8.8,TCP,BLOCK,-0.8359739387815939,937.6120479992717,8,0
2024-01-01 16:04:00,10.0.0.1,10.0.0.3,TCP,ALLOW,-0.5533454426087152,302.5804397542581,4,1
2024-01-01 16:11:00,172.16.0.1,172.16.0.2,ICMP,ALLOW,0.5732697805389471,128.40080507618447,4,1
2024-01-01 13:25:00,192.168.1.2,8.8.4.4,TCP,ALLOW,-0.7081875056620643,908.9478382229127,5,0
2024-01-01 04:57:00,10.0.0.1,8.8.4.4,ICMP,ALLOW,-0.5337834248227822,603.7438791373968,1,1
2024-01-01 12:00:00,10.0.0.1,8.8.4.4,ICMP,BLOCK,-0.1354439063898336,364.4527915260731,7,1
2024-01-01 06:20:00,172.16.0.1,192.168.1.3,ICMP,ALLOW,0.061280201176731275,329.29413106528204,9,1
2024-01-01 10:11:00,192.168.1.2,192.168.1.3,ICMP,ALLOW,0.040109925623757814,1285.93499491719,7,1
2024-01-01 02:59:00,10.0.0.1,8.8.4.4,ICMP,ALLOW,-0.09222844772053262,196.59722270642038,8,1
2024-01-01 12:09:00,10.0.0.1,10.0.0.3,TCP,BLOCK,-0.9154673992367748,266.18144990239864,2,0
2024-01-01 14:27:00,10.0.0.2,10.0.0.3,TCP,BLOCK,0.6431937587386789,414.36916285108396,9,1
2024-01-01 10:09:00,10.0.0.2,8.8.8.8,TCP,ALLOW,-0.3282718247105887,826.9283088894832,4,0
2024-01-01 04:12:00,192.168.1.2,8.8.8.8,TCP,BLOCK,-0.03248559545262886,241.34781039913557,6,1
2024-01-01 12:13:00,172.16.0.1,8.8.4.4,ICMP,ALLOW,0.9624579734413969,1007.6577592547582,10,0
2024-01-01 03:15:00,192.168.1.1,172.16.0.2,TCP,BLOCK,0.36015557078021065,772.8488083984793,9,0
2024-01-01 05:27:00,10.0.0.1,10.0.0.3,ICMP,ALLOW,0.5062651366164777,1216.1550890437675,10,0
2024-01-01 03:35:00,10.0.0.1,10.0.0.3,UDP,BLOCK,-0.04888119304644456,211.22276817115943,10,1
2024-01-01 00:57:00,172.16.0.1,8.8.8.8,UDP,ALLOW,-0.16093416405998462,1497.527405159544,9,0
2024-01-01 16:06:00,192.168.1.1,8.8.8.8,UDP,BLOCK,-0.9020431045102952,979.6645492111318,5,0
2024-01-01 10:01:00,10.0.0.1,172.16.0.2,UDP,BLOCK,0.5115276859760749,1028.5919152211227,10,0
2024-01-01 01:04:00,192.168.1.1,172.16.0.2,UDP,ALLOW,0.40918841796435945,443.404087804012,1,0
2024-01-01 01:22:00,172.16.0.1,10.0.0.3,UDP,ALLOW,-0.6768273209618516,598.5508251789188,5,0
2024-01-01 13:52:00,172.16.0.1,172.16.0.2,TCP,BLOCK,-0.8295955223249603,828.8207097420739,0,0
2024-01-01 09:23:00,192.168.1.2,8.8.8.8,ICMP,BLOCK,-0.3673082914553043,1135.1075571784559,6,1
2024-01-01 04:56:00,192.168.1.2,172.16.0.2,ICMP,BLOCK,0.9433706232314449,492.88838728782434,4,0
2024-01-01 16:13:00,10.0.0.1,172.16.0.2,TCP,ALLOW,0.6298828415905875,658.8194220106944,0,1
2024-01-01 04:14:00,10.0.0.2,10.0.0.3,UDP,BLOCK,-0.9849900863150334,500.79097779709696,5,0
2024-01-01 01:42:00,10.0.0.2,172.16.0.2,UDP,ALLOW,-0.4714064692131914,1464.273592187158,9,1
2024-01-01 02:10:00,10.0.0.1,8.8.8.8,UDP,ALLOW,-0.8615666812815559,351.2767591296908,10,1
2024-01-01 07:02:00,10.0.0.2,8.8.8.8,UDP,ALLOW,-0.06538120836085137,1090.8227884875896,1,0
2024-01-01 02:13:00,192.168.1.2,172.16.0.2,ICMP,ALLOW,0.9822847160007884,813.0606690046602,2,0
2024-01-01 05:05:00,10.0.0.2,10.0.0.3,TCP,BLOCK,-0.3493019175677079,711.270546261882,1,0
2024-01-01 12:56:00,192.168.1.2,10.0.0.3,TCP,ALLOW,-0.0826184841170019,986.2043184918606,4,0
2024-01-01 12:28:00,10.0.0.2,10.0.0.3,UDP,BLOCK,0.11326113198423271,1475.90833861658,5,1
2024-01-01 00:25:00,10.0.0.2,10.0.0.3,UDP,BLOCK,-0.6541103308786396,1221.2328258768355,4,0
2024-01-01 04:46:00,192.168.1.2,192.168.1.3,UDP,BLOCK,0.8841468084236423,395.2500173692892,7,0
2024-01-01 10:22:00,10.0.0.2,8.8.4.4,UDP,ALLOW,-0.03247648536146075,1478.666964477388,6,0
2024-01-01 05:48:00,192.168.1.2,192.168.1.3,ICMP,BLOCK,0.20867637745936718,943.4757558153111,3,0
2024-01-01 02:33:00,172.16.0.1,10.0.0.3,ICMP,BLOCK,-0.9711219280694909,744.8388167719432,2,0
2024-01-01 05:35:00,10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.7217867958455959,214.92384524911296,9,0
2024-01-01 05:37:00,192.168.1.1,8.8.8.8,TCP,BLOCK,-0.7930820945824213,1237.9419294478573,8,1
2024-01-01 03:45:00,172.16.0.1,172.16.0.2,ICMP,ALLOW,-0.10383105851517827,526.3375756075473,8,0
2024-01-01 05:44:00,172.16.0.1,172.16.0.2,TCP,ALLOW,-0.07893345750233438,587.6229488445983,5,1
2024-01-01 02:57:00,172.16.0.1,10.0.0.3,TCP,BLOCK,0.08893669598866727,511.39946558186557,1,1
2024-01-01 10:33:00,10.0.0.1,8.8.4.4,TCP,BLOCK,-0.8507645903146339,726.0216703992518,10,0
2024-01-01 10:48:00,10.0.0.1,172.16.0.2,TCP,ALLOW,-0.7885416366205118,126.60019515913007,3,1
2024-01-01 06:04:00,10.0.0.1,10.0.0.3,TCP,BLOCK,0.38503593906870437,1028.7891616707066,8,0
2024-01-01 14:29:00,172.16.0.1,8.8.8.8,UDP,BLOCK,-0.2536695205339867,889.2513424381123,3,0
2024-01-01 15:08:00,10.0.0.2,10.0.0.3,ICMP,BLOCK,0.42752963969016067,653.7284987519231,0,1
2024-01-01 06:40:00,192.168.1.1,172.16.0.2,ICMP,BLOCK,0.788626112364327,966.3177423398711,8,1
2024-01-01 00:40:00,10.0.0.2,172.16.0.2,TCP,ALLOW,-0.8921568314315591,381.02808924123804,0,1
2024-01-01 14:12:00,172.16.0.1,8.8.8.8,ICMP,ALLOW,-0.9071381646626244,439.07403697340624,9,0
2024-01-01 06:40:00,10.0.0.2,172.16.0.2,ICMP,ALLOW,-0.04540027642076727,123.79092525465558,10,1
2024-01-01 04:00:00,10.0.0.1,10.0.0.3,ICMP,BLOCK,-0.08566582513568988,796.481138735774,8,1
2024-01-01 05:56:00,172.16.0.1,172.16.0.2,TCP,ALLOW,0.9475690229371534,1441.0059160812677,4,0
2024-01-01 10:05:00,10.0.0.1,192.168.1.3,UDP,BLOCK,0.802878760510374,373.11625384746264,6,1
2024-01-01 03:39:00,10.0.0.2,8.8.8.8,UDP,BLOCK,0.34880884976981474,848.3486711356786,2,0
2024-01-01 08:54:00,192.168.1.1,8.8.4.4,ICMP,BLOCK,-0.0026893616614944715,409.43862388353665,9,0
2024-01-01 07:28:00,172.16.0.1,172.16.0.2,TCP,ALLOW,0.07135248211495693,402.22962084693006,3,0
2024-01-01 01:10:00,192.168.1.2,172.16.0.2,ICMP,BLOCK,0.24818786954387329,709.0898640854048,10,1
2024-01-01 00:06:00,192.168.1.2,172.16.0.2,UDP,ALLOW,0.2673470764018653,1228.6941845409906,5,1
2024-01-01 13:54:00,10.0.0.2,192.168.1.3,UDP,BLOCK,-0.9844322465797795,1263.442962762065,4,0
2024-01-01 04:02:00,192.168.1.2,192.168.1.3,UDP,BLOCK,-0.07507834000599312,1057.7992754227039,8,1
2024-01-01 01:09:00,172.16.0.1,8.8.8.8,UDP,ALLOW,-0.8600185996458556,956.262832930682,7,0
2024-01-01 05:07:00,10.0.0.1,8.8.8.8,TCP,ALLOW,-0.6865310430576443,248.07173137479367,2,1
2024-01-01 04:53:00,192.168.1.2,8.8.4.4,TCP,ALLOW,-0.22928512059610684,627.0884119233164,6,0
2024-01-01 05:28:00,10.0.0.2,8.8.8.8,ICMP,BLOCK,0.468695555068948,567.8230598524002,8,0
2024-01-01 06:56:00,172.16.0.1,10.0.0.3,TCP,ALLOW,0.30092907690233095,844.5436878629392,10,1
2024-01-01 08:20:00,10.0.0.2,10.0.0.3,UDP,BLOCK,0.950180524246031,613.1247493402853,3,1
2024-01-01 12:15:00,192.168.1.2,8.8.8.8,UDP,ALLOW,-0.2950223467853885,397.24418284108543,2,0
2024-01-01 09:52:00,172.16.0.1,172.16.0.2,ICMP,BLOCK,-0.6751147056619979,1040.342394869886,3,0
2024-01-01 11:30:00,10.0.0.1,10.0.0.3,TCP,ALLOW,0.19639858295539403,1338.7133714478482,5,0
2024-01-01 03:45:00,172.16.0.1,10.0.0.3,ICMP,ALLOW,0.6851343059681596,207.98106181800432,1,0
2024-01-01 06:01:00,10.0.0.1,172.16.0.2,ICMP,ALLOW,0.1336591976003958,642.049665449185,2,1
2024-01-01 15:37:00,192.168.1.2,8.8.4.4,ICMP,ALLOW,-0.8299864549525666,302.8083737338698,2,1
2024-01-01 07:13:00,172.16.0.1,8.8.4.4,TCP,ALLOW,0.027086802219083328,1138.5942957115697,8,0
2024-01-01 06:10:00,172.16.0.1,8.8.8.8,UDP,BLOCK,-0.5747530247128525,727.7526192630241,1,0
2024-01-01 16:16:00,10.0.0.2,8.8.8.8,UDP,ALLOW,-0.9126784983308651,737.4302493510069,1,1
2024-01-01 04:20:00,10.0.0.2,172.16.0.2,TCP,ALLOW,0.8441947936541407,231.7204388313549,4,0
2024-01-01 04:51:00,192.168.1.1,8.8.4.4,TCP,ALLOW,-0.8457995239701988,482.5162414235104,3,1
2024-01-01 11:24:00,192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.2518884411974247,203.39214217938706,3,0
2024-01-01 05:36:00,192.168.1.1,8.8.4.4,TCP,BLOCK,0.7344777304280927,142.92768632626542,5,1
2024-01-01 01:00:00,10.0.0.2,10.0.0.3,UDP,BLOCK,-0.49420833196981295,206.34361255669876,0,1
2024-01-01 01:11:00,10.0.0.2,172.16.0.2,TCP,ALLOW,0.37439142000198755,627.0485359018442,1,1
2024-01-01 09:34:00,172.16.0.1,8.8.4.4,ICMP,BLOCK,-0.35735716611893786,1409.12598097766,7,1
2024-01-01 06:44:00,192.168.1.2,192.168.1.3,TCP,ALLOW,0.38924569728784775,661.6449529875681,3,0
2024-01-01 11:46:00,10.0.0.1,172.16.0.2,UDP,ALLOW,0.23642557011415977,491.7942390804754,0,0
2024-01-01 00:10:00,172.16.0.1,172.16.0.2,UDP,ALLOW,-0.512829394054841,396.8501241058964,3,0
2024-01-01 00:23:00,10.0.0.2,192.168.1.3,TCP,ALLOW,0.13853204226584048,729.0366822274605,7,1
2024-01-01 00:09:00,192.168.1.1,8.8.4.4,TCP,ALLOW,0.8145801391969465,488.85927303679466,9,0
2024-01-01 08:56:00,10.0.0.1,8.8.8.8,ICMP,BLOCK,0.19898352407878517,1078.6530547184552,5,0
2024-01-01 10:03:00,192.168.1.1,8.8.8.8,UDP,ALLOW,-0.30433879661852625,672.2548304924088,8,0
2024-01-01 16:14:00,10.0.0.1,10.0.0.3,TCP,BLOCK,-0.6624749887168793,1336.119508504377,10,0
2024-01-01 03:26:00,172.16.0.1,8.8.8.8,UDP,BLOCK,0.41588976957363766,444.0416519917159,9,1
2024-01-01 16:05:00,192.168.1.1,192.168.1.3,UDP,BLOCK,-0.02085978404191935,326.89026223997087,9,1
2024-01-01 12:37:00,192.168.1.1,10.0.0.3,ICMP,BLOCK,-0.14024196659734867,923.3336358543258,7,1
2024-01-01 07:24:00,172.16.0.1,8.8.4.4,ICMP,BLOCK,-0.6253341662652872,1077.9204368551273,2,0
2024-01-01 15:32:00,172.16.0.1,8.8.4.4,UDP,ALLOW,-0.42411523230636927,1194.3260665411144,10,1
2024-01-01 15:19:00,192.168.1.2,192.168.1.3,TCP,ALLOW,-0.10132244867094031,172.17457033999784,0,1
2024-01-01 11:52:00,192.168.1.1,192.168.1.3,TCP,ALLOW,0.37655995527196473,1462.1268304495218,3,0
2024-01-01 07:26:00,192.168.1.1,10.0.0.3,UDP,ALLOW,0.3742018854734961,381.18853159096744,7,0
2024-01-01 05:54:00,10.0.0.2,172.16.0.2,TCP,BLOCK,0.9092531675914068,1488.9671188825275,6,0
2024-01-01 11:31:00,10.0.0.2,192.168.1.3,TCP,ALLOW,-0.5422433054160256,655.2372108815138,9,0
2024-01-01 01:25:00,10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.7224582672753921,557.9980004082543,9,0
2024-01-01 10:40:00,172.16.0.1,192.168.1.3,UDP,ALLOW,-0.832049853838297,932.9926832499596,2,0
2024-01-01 05:07:00,192.168.1.1,192.168.1.3,UDP,ALLOW,0.26686049662535827,1175.1403430991218,5,1
2024-01-01 08:49:00,192.168.1.2,8.8.4.4,ICMP,BLOCK,-0.12710474458471643,822.7983002765046,5,1
2024-01-01 01:15:00,10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.3171645743660405,1251.7945546165574,1,1
2024-01-01 15:28:00,10.0.0.2,172.16.0.2,UDP,ALLOW,0.6205607969245819,946.4633508541823,6,1
2024-01-01 09:16:00,192.168.1.1,10.0.0.3,UDP,ALLOW,-0.3758034624234652,742.5582285782639,10,1
2024-01-01 12:53:00,10.0.0.2,8.8.8.8,TCP,ALLOW,0.673997942021147,387.25057456491425,3,1
2024-01-01 00:29:00,10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.7572805242662841,949.6438709837646,8,0
2024-01-01 16:29:00,10.0.0.2,172.16.0.2,TCP,BLOCK,-0.8343363063233107,1244.0404493155438,7,1
2024-01-01 01:55:00,192.168.1.2,172.16.0.2,ICMP,ALLOW,-0.10606263952175854,675.507079338833,3,0
2024-01-01 05:08:00,192.168.1.1,8.8.8.8,ICMP,ALLOW,-0.23713476795804644,917.6083586793856,3,0
2024-01-01 01:33:00,192.168.1.2,8.8.4.4,UDP,BLOCK,0.44370758742292504,1490.5831326676146,5,1
2024-01-01 13:17:00,192.168.1.1,192.168.1.3,ICMP,ALLOW,-0.5017302572949662,347.60189656480816,1,1
2024-01-01 02:53:00,10.0.0.1,10.0.0.3,UDP,ALLOW,0.13874096046585627,602.9142475626074,7,1
2024-01-01 07:20:00,10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.10297458978666829,767.3403786480691,7,0
2024-01-01 04:40:00,10.0.0.1,172.16.0.2,ICMP,ALLOW,0.7062765519273737,385.91620389889414,4,1
2024-01-01 11:54:00,192.168.1.1,10.0.0.3,UDP,ALLOW,-0.8230162695562451,155.11600575873302,8,0
2024-01-01 00:14:00,192.168.1.2,10.0.0.3,TCP,BLOCK,0.26156594092575225,809.8161388174353,0,1
2024-01-01 00:41:00,172.16.0.1,172.16.0.2,TCP,ALLOW,0.9381034392640988,1148.6056052339156,10,0
2024-01-01 02:46:00,10.0.0.1,8.8.8.8,TCP,BLOCK,0.6957945053271393,767.8207688200054,2,1
2024-01-01 11:54:00,10.0.0.2,192.168.1.3,ICMP,ALLOW,0.25058333115162945,469.3599754032128,4,0
2024-01-01 00:58:00,172.16.0.1,8.8.4.4,ICMP,ALLOW,-0.25502260734251947,388.387914065963,3,0
2024-01-01 08:19:00,172.16.0.1,172.16.0.2,ICMP,BLOCK,0.12847688150350312,211.06443639683314,1,0
2024-01-01 16:29:00,172.16.0.1,192.168.1.3,TCP,ALLOW,0.7901965442900849,884.7956796256904,2,1
2024-01-01 12:30:00,192.168.1.2,10.0.0.3,UDP,BLOCK,0.38799677532505994,321.81680723434,9,0
2024-01-01 00:21:00,172.16.0.1,10.0.0.3,TCP,ALLOW,-0.6852116111550353,222.70666693789948,7,0
2024-01-01 16:07:00,192.168.1.1,172.16.0.2,UDP,BLOCK,0.9304737582547018,291.6855163406219,3,0
2024-01-01 06:30:00,10.0.0.1,8.8.8.8,ICMP,BLOCK,0.4662673858017561,173.2920216869038,10,0
2024-01-01 04:55:00,172.16.0.1,8.8.8.8,ICMP,ALLOW,0.005215758368336765,1498.7523519051922,9,0
2024-01-01 05:45:00,10.0.0.2,8.8.8.8,ICMP,BLOCK,0.16950977410995716,620.2789382080174,6,0
